ID,Qualifications,Employment_Type,Age,Pincode,Gender,Product_Code,Loan_Amount,LTV,Resident_Type,Net_salary,Final_Tier,Make_Code,Model_Description,Model_Variant,PAST_LOANS_ACTIVE,Decision
30830,HSC,SEP,34,403801,Male,SC,106757,89.28,O,50000,05 Urban,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
30831,HSC,SEP,21,403707,Female,SC,55597,58.95,O,20000,06 Semi-Urban,JUPITER,JUPITER BSVI - SMW,110 CC,NO_PAST_LOANS,APPROVED
30832,GRAD,SEP,26,571232,Male,MC,106500,84.22,O,30000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30833,OTHERS,SAL,32,272151,Male,MC,57000,76.23,O,25000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
30834,GRAD,AGR,50,272155,Male,MC,65443,88.32,O,30000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
30835,OTHERS,AGR,49,274402,Male,MC,81292,70.38,O,42000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30836,HSC,AGR,50,224149,Male,MC,90599,78.44,O,31000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30837,HSC,AGR,39,271319,Female,MC,74728,65.55,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30838,SSC,SEP,26,273303,Male,MC,60000,39.53,O,32000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
30839,OTHERS,AGR,48,273007,Male,MO,39068,53.89,O,30000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30840,PG,SEP,56,560013,Male,EB,117829,79.96,O,45000,02 Megapolis (B),TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
30841,OTHERS,SAL,44,560091,Female,SC,106935,85.23,L,25000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
30842,UG,SAL,43,562107,Female,MO,56210,84.91,R,35000,02 Megapolis (B),MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
30843,GRAD,SAL,21,560073,Male,SC,100555,84.97,R,28000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
30844,GRAD,SAL,29,560091,Male,SC,105326,85.08,O,30000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
30845,HSC,NREGI,21,562117,Male,SC,94666,79.84,O,31000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,NO_PAST_LOANS,APPROVED
30846,OTHERS,SEP,43,560105,Male,MC,85927,87.41,O,35000,02 Megapolis (B),CITY PLUS,STARCITY PLUS ES DT BSVI â€“ DUAL TONE,STAR CITY PLUS,PAST_LOANS_ACTIVE,APPROVED
30847,GRAD,SAL,35,283111,Male,MC,46613,62.32,O,28000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
30848,PG,SAL,25,206242,Female,MC,108527,86.82,O,40000,07 Rural,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30849,HSC,SAL,47,835204,Male,MC,116656,79.79,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
30850,GRAD,SAL,23,822128,Male,MC,138873,82.4,O,35000,07 Rural,APACHE,TVS APACHE RTR 160 4V BSVI - U626,160 DISC,NO_PAST_LOANS,APPROVED
30851,HSC,AGR,27,276303,Female,MC,108437,73.94,O,28000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
30852,GRAD,AGR,51,272126,Female,MC,139499,85.46,O,30000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,NO_PAST_LOANS,APPROVED
30853,SSC,AGR,39,274149,Male,MC,130500,79.82,O,35000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,NO_PAST_LOANS,APPROVED
30854,OTHERS,SEP,53,273165,Female,MC,93320,80.8,O,30000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30855,OTHERS,SAL,32,272128,Male,MC,138946,86.69,O,20000,07 Rural,APACHE,APACHE RTR 180 RM BSVI,APACHE 180 CC,PAST_LOANS_ACTIVE,APPROVED
30856,HSC,SEP,28,271205,Male,MC,113229,75.2,O,39000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
30857,OTHERS,SEP,59,273304,Female,MO,39038,74.34,O,15000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,DECLINED
30858,SSC,SAL,35,561203,Male,MO,56912,84.44,O,35000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
30859,OTHERS,SAL,31,560037,Male,SC,96714,68.4,O,35000,02 Megapolis (B),NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
30860,HSC,SEP,43,205142,Male,MO,54004,73.87,O,25000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30861,PG,SAL,35,281502,Male,MC,116500,74.31,O,29000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
30862,GRAD,AGR,22,835226,Male,SC,58500,49.55,O,26000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
30863,UG,SAL,25,827013,Male,MC,95000,64.59,O,22500,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,PAST_LOANS_ACTIVE,APPROVED
30864,GRAD,SEP,27,832104,Male,MC,119375,81.16,O,28000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
30865,OTHERS,SEP,40,828401,Male,MC,67124,84.85,O,28000,07 Rural,SPORT,TVS SPORT ELS BSVI,SPORT,PAST_LOANS_ACTIVE,APPROVED
30866,OTHERS,AGR,48,274304,Male,MC,69989,60.6,O,28000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30867,HSC,SEP,33,271861,Male,MC,88500,58.77,O,45000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
30868,UG,SAL,20,272129,Female,MC,112196,73.91,O,20000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
30869,PG,SAL,47,224122,Male,MO,46433,88.44,O,26000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
30870,SSC,AGR,64,272208,Male,MO,48900,66.55,O,19000,07 Rural,MOPEDS,TVS XL 100 COM ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30871,HSC,SEP,60,273303,Male,MC,128000,84.32,O,32000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
30872,OTHERS,AGR,54,273306,Male,MC,71400,61.82,O,30000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30873,HSC,AGR,24,271319,Male,MC,112027,74.19,O,25000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
30874,PG,SAL,37,224205,Male,MC,84530,73.19,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
30875,SSC,SAL,28,562114,Male,MC,106024,84.89,O,30000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
30876,SSC,SAL,24,560103,Male,MC,99601,80,R,35000,02 Megapolis (B),RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
30877,OTHERS,SAL,33,560016,Male,SC,103741,83.29,O,100000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
30878,GRAD,SAL,41,560028,Male,SC,78414,64.22,R,30000,02 Megapolis (B),NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
30879,GRAD,SAL,23,560038,Female,SC,98184,89.26,O,40000,06 Semi-Urban,JUPITER,JUPITER ZX DRUM SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
30880,PG,SAL,47,282001,Male,EB,139874,97.03,O,60000,07 Rural,TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
30881,PG,SEP,33,283102,Male,SC,89711,80.97,O,35080,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
30882,UG,SEP,25,571253,Male,SC,88300,70.58,O,35000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
30883,OTHERS,AGR,28,275305,Male,MC,52461,70.16,O,28000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
30884,GRAD,SEP,24,272301,Male,MC,100704,68.67,O,25000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,PAST_LOANS_ACTIVE,APPROVED
30885,HSC,AGR,23,273304,Male,MC,76143,65.9,O,21000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30886,HSC,AGR,28,224125,Male,MO,44596,84.99,O,32000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
30887,GRAD,SEP,26,272205,Male,MC,73500,63.62,O,28000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30888,OTHERS,SAL,22,272131,Male,MC,50499,43.71,O,25000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
30889,SSC,SAL,22,562149,Male,SC,106769,86.73,R,30000,02 Megapolis (B),NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
30890,UG,SEP,51,562107,Male,SC,90158,72.13,O,35000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
30891,GRAD,SAL,35,562123,Male,MC,136000,77.14,R,15000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
30892,GRAD,NREGI,45,560098,Male,SC,102000,87.62,O,40000,07 Rural,JUPITER,TVS JUPITER CLASSIC DISC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
30893,OTHERS,NREGI,40,560032,Female,SC,112633,91.43,R,20000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
30894,OTHERS,SEP,37,571444,Male,SC,91896,91.17,O,45000,07 Rural,JUPITER,JUPITER BSVI - SMW,110 CC,PAST_LOANS_ACTIVE,APPROVED
30895,OTHERS,NREGI,44,571108,Male,MO,51003,74.57,O,35000,05 Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30896,GRAD,SAL,27,205001,Female,MC,57624,75.42,O,35000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
30897,OTHERS,AGR,27,271312,Male,MC,74961,64.9,O,20000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
30898,HSC,AGR,62,272202,Male,MO,37500,51.41,O,18000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30899,UG,SAL,37,272190,Female,MC,64499,86.26,O,20000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
30900,GRAD,AGR,28,224190,Female,MC,90999,62.05,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
30901,UG,SAL,18,272189,Female,MC,119778,76.59,O,20000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
30902,GRAD,SEP,21,562157,Male,SC,101000,81.59,R,20000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
30903,HSC,SAL,39,560054,Male,SC,73574,72.85,R,25000,02 Megapolis (B),JUPITER,JUPITER BSVI - SMW,110 CC,NO_PAST_LOANS,APPROVED
30904,SSC,SAL,35,560103,Male,MO,32075,47.87,R,20000,02 Megapolis (B),MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
30905,OTHERS,SAL,36,560105,Female,SC,82013,80.17,O,35000,02 Megapolis (B),JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
30906,PG,SAL,23,283102,Male,MC,89768,77.2,O,38000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
30907,SSC,AGR,27,577204,Female,SC,55904,46.91,O,38000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,NO_PAST_LOANS,APPROVED
30908,HSC,NREGI,24,571129,Male,MC,81600,64.53,O,38000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30909,HSC,SEP,24,273155,Female,MC,103481,90.35,O,24000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30910,HSC,AGR,59,271604,Male,MC,81500,71.12,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30911,GRAD,SAL,31,560102,Male,SC,91249,73.26,R,230000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
30912,OTHERS,AGR,47,563126,Male,SC,96493,80.55,O,35000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
30913,OTHERS,SEP,46,560103,Male,MO,53244,79.47,R,35000,02 Megapolis (B),MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30914,GRAD,SAL,32,562101,Female,SC,102132,88.08,R,50000,07 Rural,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,NO_PAST_LOANS,APPROVED
30915,HSC,SAL,26,283124,Male,MC,78436,92.82,O,28000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,PAST_LOANS_ACTIVE,DECLINED
30916,PG,SAL,39,282004,Male,EB,148165,92.84,O,75000,07 Rural,TVS,TVS IQUBE S,EBIKE,PAST_LOANS_ACTIVE,APPROVED
30917,OTHERS,SAL,23,283102,Male,MO,46127,84.76,O,27000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30918,PG,SAL,37,205142,Male,SC,73502,76.76,O,22000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
30919,HSC,SAL,31,282006,Female,MC,88402,58.18,O,18000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
30920,OTHERS,SAL,23,282007,Male,MC,70586,92.39,O,29000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
30921,SSC,SAL,52,571422,Female,SC,92500,72.86,O,35000,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
30922,HSC,AGR,41,573115,Female,SC,97149,94.71,O,29000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
30923,OTHERS,NREGI,28,571102,Male,MO,64697,94.59,O,45000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30924,GRAD,SEP,40,571237,Male,SC,80100,66.89,O,60000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
30925,HSC,AGR,32,274703,Female,MC,90705,78.53,O,40000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30926,HSC,SEP,43,271604,Male,MC,60220,82.17,O,38000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
30927,GRAD,SAL,31,224190,Female,MC,95500,83.04,O,22000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30928,HSC,SEP,36,274302,Female,MO,60200,82.53,O,40000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30929,OTHERS,SEP,30,560005,Female,SC,112248,90.09,O,25000,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,NO_PAST_LOANS,DECLINED
30930,OTHERS,SEP,24,562105,Female,MC,110318,89.11,O,50000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30931,OTHERS,SAL,51,560078,Male,SC,107088,85.98,R,32000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
30932,OTHERS,SAL,30,327601,Male,MC,131413,84.78,O,35000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
30933,OTHERS,SAL,20,327027,Female,SC,76135,75.01,O,25000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,NO_PAST_LOANS,APPROVED
30934,PG,NREGI,19,314001,Male,MC,99234,85.16,O,21000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30935,UG,SAL,35,282007,Male,MO,49118,90.26,O,32000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30936,PG,SAL,30,206245,Male,MC,125587,82.86,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
30937,HSC,SAL,21,205142,Male,MC,92164,80.04,O,38000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30938,GRAD,SEP,29,576124,Female,SC,95291,91.36,O,20000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
30939,GRAD,NREGI,29,570026,Female,EB,76858,46.98,O,35000,07 Rural,TVS,TVS IQUBE S,EBIKE,PAST_LOANS_ACTIVE,APPROVED
30940,OTHERS,SAL,39,571419,Male,SC,105294,83.57,O,25000,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
30941,OTHERS,SAL,28,276201,Male,MC,68890,58.1,O,25000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
30942,OTHERS,AGR,34,274306,Male,SC,70669,76.98,O,24000,06 Semi-Urban,JUPITER,JUPITER BSVI - SMW,110 CC,NO_PAST_LOANS,APPROVED
30943,HSC,SEP,58,274501,Male,MO,46892,64.25,O,30000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30944,UG,SEP,29,224168,Male,MC,82177,71.15,O,25000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30945,HSC,SEP,28,274407,Male,MC,96499,83.55,O,40000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
30946,HSC,SAL,40,181101,Male,MC,57704,28.47,O,100000,07 Rural,RONIN,TVS RONIN 2CH MID SPL BSVI,RONIN,PAST_LOANS_ACTIVE,APPROVED
30947,HSC,PEN,52,181131,Female,SC,75000,78.06,O,28000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
30948,GRAD,SEP,31,306104,Female,MO,66979,89.9,O,25000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
30949,OTHERS,SEP,42,562125,Male,SC,104820,84.27,O,50000,02 Megapolis (B),NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
30950,OTHERS,NREGI,28,562125,Male,MC,98633,79.69,R,40000,02 Megapolis (B),RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
30951,OTHERS,SAL,25,560091,Male,SC,97065,82.1,R,30000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
30952,OTHERS,SAL,37,560068,Female,SC,105790,87.95,R,25000,02 Megapolis (B),NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
30953,GRAD,SAL,24,560037,Male,SC,103479,82.44,R,40000,02 Megapolis (B),NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
30954,GRAD,SAL,23,560067,Female,SC,99536,80,O,25000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
30955,PG,SEP,38,314025,Male,SC,88406,84.68,O,40000,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,PAST_LOANS_ACTIVE,APPROVED
30956,PG,SEP,33,314021,Male,MC,49662,66.65,O,35000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
30957,UG,SEP,37,313602,Female,MO,44620,61.12,O,30000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30958,OTHERS,SAL,31,282007,Male,MC,47604,57.01,O,29000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,PAST_LOANS_ACTIVE,APPROVED
30959,PG,SAL,32,206002,Male,MC,61638,82.18,O,26000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
30960,PG,SAL,27,281005,Male,MC,62138,82.35,O,35000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
30961,OTHERS,NREGI,58,571107,Male,MO,42542,62.2,O,45000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30962,GRAD,SEP,37,571237,Female,SC,85400,71.32,O,30000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
30963,SSC,AGR,56,571424,Male,MO,42000,61.36,O,30000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30964,SSC,SAL,29,571446,Male,MC,127827,89.11,O,48000,07 Rural,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30965,GRAD,SAL,21,835214,Male,MC,104285,61.88,O,28000,06 Semi-Urban,APACHE,TVS APACHE RTR 160 4V BSVI - U626,160 DISC,NO_PAST_LOANS,APPROVED
30966,HSC,AGR,41,273411,Male,MO,43499,82.86,O,20000,06 Semi-Urban,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
30967,OTHERS,AGR,35,273306,Female,MC,82500,54.35,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
30968,SSC,SAL,25,224122,Male,MC,62500,83.67,O,26000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
30969,HSC,SAL,25,274204,Male,MC,129396,85.24,O,50000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
30970,UG,SAL,47,224227,Male,MC,83500,72.29,O,25000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
30971,UG,SEP,39,562125,Male,SC,61786,49.39,O,80000,02 Megapolis (B),NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
30972,GRAD,SAL,43,560086,Male,SC,104155,90.61,R,80000,07 Rural,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
30973,GRAD,SAL,60,572132,Male,SC,107294,84.82,O,50000,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
30974,GRAD,SEP,37,560083,Female,EB,81152,55.32,O,50000,02 Megapolis (B),TVS,TVS IQUBE UG,EBIKE,NO_PAST_LOANS,APPROVED
30975,GRAD,SAL,28,560086,Female,SC,71009,56.24,O,36000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
30976,SSC,AGR,40,312023,Male,SC,81895,84.78,O,34000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
30977,UG,SAL,46,313027,Male,MC,108009,73.23,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
30978,PG,SAL,22,327031,Male,MC,125821,83.7,O,26000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
